Country or Area,Year,Commodity,Flow,Trade Amount,Weight (kg),Quantity Name,Quantity
South Africa,2012,Raw silk (not thrown),Import,61164.72883,3407,Weight in kilograms,3407
South Africa,2012,Raw silk (not thrown),Export,1863.291533,150,Weight in kilograms,150
South Africa,2012,"Silk waste, carded or combed",Export,3515.773155,430,Weight in kilograms,430
South Africa,2012,Silk yarn (except from waste) not retail,Import,173219.5795,6871.16,Weight in kilograms,6871.16
South Africa,2012,Silk yarn (except from waste) not retail,Export,1061.239027,254.9,Weight in kilograms,254.9
South Africa,2012,"Yarn spun from silk waste, not retail",Export,1780.307978,160.1,Weight in kilograms,160.1
South Africa,2012,"Silk yarn retail, silk worm gut",Import,92953.52303,9873.75,Weight in kilograms,9873.75
South Africa,2012,"Silk yarn retail, silk worm gut",Export,1231.958498,37.45,Weight in kilograms,37.45
South Africa,2012,"Silk yarn retail, silk worm gut",Re-Import,389.3281308,27.47,Weight in kilograms,27.47
South Africa,2012,Woven fabric of noil silk,Import,170632.5885,2223.26,Weight in kilograms,2223.26
South Africa,2012,Woven fabric of noil silk,Export,14530.7738,1724,Weight in kilograms,1724
South Africa,2012,Woven fabric >85% silk (except noil silk),Export,26304.2027,453.1990919,No Quantity,0
South Africa,2012,Woven fabric >85% silk (except noil silk),Import,1557447.295,44808.57,Weight in kilograms,44808.57
South Africa,2012,Woven fabric >85% silk (except noil silk),Re-Import,1541.836882,108.81,Weight in kilograms,108.81
South Africa,2012,"Woven fabric of silk, nes",Import,2329048.127,389905.93,Weight in kilograms,389905.93
South Africa,2012,"Woven fabric of silk, nes",Export,1923938.011,534920.61,Weight in kilograms,534920.61
South Africa,2011,Silk-worm cocoons suitable for reeling,Import,34482.70216,655.67,Weight in kilograms,655.67
South Africa,2011,Silk-worm cocoons suitable for reeling,Export,6636.057112,3643.82,Weight in kilograms,3643.82
South Africa,2011,Raw silk (not thrown),Import,1020.99544,17.27,Weight in kilograms,17.27
South Africa,2011,"Silk waste, carded or combed",Export,20558.89752,2033,Weight in kilograms,2033
South Africa,2011,Silk yarn (except from waste) not retail,Import,94734.24376,1681.8,Weight in kilograms,1681.8
South Africa,2011,Silk yarn (except from waste) not retail,Export,2886.116629,341.46,Weight in kilograms,341.46
South Africa,2011,"Yarn spun from silk waste, not retail",Import,128731.1053,2176.52,Weight in kilograms,2176.52
South Africa,2011,"Yarn spun from silk waste, not retail",Export,2043.368369,268.9,Weight in kilograms,268.9
South Africa,2011,"Silk yarn retail, silk worm gut",Import,26613.79168,538.4,Weight in kilograms,538.4
South Africa,2011,"Silk yarn retail, silk worm gut",Export,55488.87062,3971.62,Weight in kilograms,3971.62
South Africa,2011,"Silk yarn retail, silk worm gut",Re-Import,671.2507795,59.39,Weight in kilograms,59.39
South Africa,2011,Woven fabric of noil silk,Import,498494.687,31710.81,Weight in kilograms,31710.81
South Africa,2011,Woven fabric of noil silk,Export,25005.43459,2657,Weight in kilograms,2657
South Africa,2011,Woven fabric >85% silk (except noil silk),Import,1331570.076,37617.77,Weight in kilograms,37617.77
South Africa,2011,Woven fabric >85% silk (except noil silk),Export,16484.00719,2900.66,Weight in kilograms,2900.66
South Africa,2011,Woven fabric >85% silk (except noil silk),Re-Import,1521.850731,134.63,Weight in kilograms,134.63
South Africa,2011,"Woven fabric of silk, nes",Import,2913513.524,462121.95,Weight in kilograms,462121.95
South Africa,2011,"Woven fabric of silk, nes",Export,1655206.758,372433.08,Weight in kilograms,372433.08
South Africa,2010,Silk-worm cocoons suitable for reeling,Import,18540.52238,501.02,Weight in kilograms,501.02
South Africa,2010,Silk-worm cocoons suitable for reeling,Export,36301.13724,6372.539655,Weight in kilograms,6372.539655
South Africa,2010,Raw silk (not thrown),Import,13714.39053,275.7,Weight in kilograms,275.7
South Africa,2010,Raw silk (not thrown),Export,481.050354,98,Weight in kilograms,98
South Africa,2010,"Silk waste, carded or combed",Import,418.6742038,10,Weight in kilograms,10
South Africa,2010,Silk yarn (except from waste) not retail,Import,36618.6387,705.64,Weight in kilograms,705.64
South Africa,2010,Silk yarn (except from waste) not retail,Export,2724.398314,21.64,Weight in kilograms,21.64
South Africa,2010,"Yarn spun from silk waste, not retail",Import,62848.01549,1218.96,Weight in kilograms,1218.96
South Africa,2010,"Yarn spun from silk waste, not retail",Export,882.3140718,93,Weight in kilograms,93
South Africa,2010,"Silk yarn retail, silk worm gut",Import,28547.43904,277.96,Weight in kilograms,277.96
South Africa,2010,"Silk yarn retail, silk worm gut",Export,31472.40067,3028.4,Weight in kilograms,3028.4
South Africa,2010,"Silk yarn retail, silk worm gut",Re-Import,275.6888748,11.73,Weight in kilograms,11.73
South Africa,2010,Woven fabric of noil silk,Import,363413.3216,10197.92,Weight in kilograms,10197.92
South Africa,2010,Woven fabric of noil silk,Export,29695.43439,12095.44,Weight in kilograms,12095.44
South Africa,2010,Woven fabric >85% silk (except noil silk),Import,1494080.023,43899.24,Weight in kilograms,43899.24
South Africa,2010,Woven fabric >85% silk (except noil silk),Export,96642.17986,9972.36,Weight in kilograms,9972.36
South Africa,2010,Woven fabric >85% silk (except noil silk),Re-Import,1599.434163,68.07,Weight in kilograms,68.07
South Africa,2010,"Woven fabric of silk, nes",Import,2786285.6,316856.91,Weight in kilograms,316856.91
South Africa,2010,"Woven fabric of silk, nes",Export,866137.9483,157132.95,Weight in kilograms,157132.95
